hour,moisture,temp,light,ph
0,68.02865775138106,18.255121747751506,5.580825844002754,6.621261834176783
1,66.52802316824268,18.5703447297125,0.0,6.444112429571569
2,62.819146334346776,19.296194130779767,16.328901619026546,6.317134880286097
3,61.303972969134485,18.041729914185574,29.31297537843108,6.472906843941615
4,63.89565220243731,20.31538641750368,2.4443833044535914,6.438147720548906
5,62.72141406321618,20.731368819755296,0.0,6.722273382141073
6,61.671201087244896,21.9955777101439,0.0,6.546721869590735
7,61.025567345332014,21.46754008130626,0.0,6.5236233483042945
8,60.11530715960855,24.705408831158888,134.32679033017155,6.310004694375573
9,59.018326505860294,25.674124905721325,300.7649919376058,6.288435181356472
10,59.290042057038654,26.17430038281244,422.39514378964896,6.590599735669368
11,57.91634084261081,25.616333404475302,482.15352677564806,6.617065415254683
12,57.10525407471864,25.67169335305096,523.594326894014,6.392215047265319
13,56.145040204602545,26.666529623469895,482.7609786485295,6.422585629447385
14,56.954854764307505,25.73464661673241,471.95442226000716,6.389553103391915
15,56.374524329670614,24.589221244373498,295.7278416769467,6.261491730247893
16,54.61641475872892,22.80395690334853,138.72333061351534,6.589245354052547
17,53.27694051641118,22.633870545542454,18.308042354041543,6.539450133159162
18,53.8998702074617,22.140442635163865,0.0,6.580775060332877
19,53.03029369162821,19.793911861084222,5.922405541291521,6.531326632661587
20,49.53782551707397,20.27641435511101,0.0,6.465303577223607
21,48.74042900881149,19.494813560705442,37.723718024210605,6.520949337539821
22,48.090901401256154,17.197094687270067,0.0,6.3808896584716175
23,47.82997940056631,20.106890384831953,0.0,6.536185681080034
24,47.80735917270818,18.098794370151843,15.345936774128079,6.372494739711427
25,47.77113985536399,17.513485221115438,28.055886218721984,6.342247721475676
26,45.84419413344346,18.702112833837404,0.0,6.621249362011785
27,45.495909112188755,18.87349084206835,0.0,6.518697405987473
28,45.25885683967873,19.37294574509848,12.410964319234703,6.491157363787183
29,43.89518403914385,20.81177309673288,16.270344347393394,6.362766131038676
30,44.49634788826328,24.136028663122968,0.0,6.48576584295929
31,43.700713059203395,23.765432967939432,0.0,6.352015055440637
32,43.48852196283356,25.07835512769159,163.17039138358442,6.612158020919947
33,43.53193158433701,24.3616444804326,333.844400151737,6.567329799520165
34,46.65979521889755,24.805202295676118,390.76102986774526,6.374818482636287
35,43.71077681912769,26.298626536812975,492.3047914163617,6.738085006929224
36,41.68262426002285,25.487273890512895,517.573470963818,6.481718508027493
37,40.8302017668788,27.131229056989632,470.5704515517128,6.836890149001505
38,39.198864326581216,26.350544105895715,406.62421965042427,6.493997230959012
39,38.47130937272385,25.504326010127368,305.9936624203128,6.501730379491925
40,36.76109671452992,24.726338326030387,179.55604936053325,6.469412843498104
41,23.23345743658377,22.143383647547996,8.90751249449367,6.556707934578211
42,35.89686881729925,21.457548976995213,21.148470177247525,6.516633152148306
43,36.2298385531308,21.912463951325343,0.0,6.3979308442209355
44,33.2479631329552,20.310464482891586,0.478636289316739,6.615099527668237
45,35.50045640465848,20.184723877505792,19.080035269864048,6.588636799167446
46,33.01637315103065,17.43998216040401,3.3004559621867706,6.407758378871226
47,35.461615384621794,16.747183030877828,13.725203807490269,6.316943944467992
48,34.06242083132158,17.941415623316587,31.20760282265758,6.536353062131767
49,32.69174194851386,18.51873298774168,0.9114367980762756,6.44273490041054
50,33.54129292820681,19.40818058817852,0.3028655651972857,6.5739758241472455
51,32.15648834483762,20.06278896432316,0.0,6.50715856914721
52,30.907489782455603,21.538310805718897,0.0,6.482785313341967
53,32.50081626244478,21.497978609591055,0.0,6.63107037576981
54,31.794193028400393,23.530350210415968,0.0,6.742172837853459
55,32.7915285168733,22.678410029147432,19.68210307148214,6.613883028534758
56,32.04144150161525,23.46319609598351,136.8082588588265,6.508312721553668
57,33.30986858201904,23.89358344361006,290.31249081570195,6.536615811397568
58,32.74292791162343,27.551768579130385,415.1336329306236,6.630095523118415
59,32.53515856193831,25.59279922466161,477.58773701672135,6.474689310499826
60,29.112098965669457,27.233702030574346,487.6973264445734,6.7742850591171875
61,79.649164699772,25.98617441553784,466.46303999587377,6.545838733477524
62,78.35484892417456,26.353052713986948,414.1744324745141,6.437777790691959
63,77.92321705640363,25.502747853207143,286.5193634043396,6.626137500117516
64,78.3602737931498,24.697565633579146,162.28907646914104,6.535006228120292
65,76.92241424211885,24.174095455839876,41.8629100253443,6.468184797066324
66,82.14852828003725,22.22607249453858,13.639059425899278,6.483694931332023
67,76.53437015842083,20.68351749449559,38.246352796799414,6.648754192028868
68,74.6235483308407,19.237918531002187,23.162217470001355,6.61592646539879
69,72.77215129777714,19.37378865948954,0.0,6.733378724111244
70,70.68262089714366,18.488059132772225,8.258629085512487,6.453279995786761
71,69.30626055187595,18.508624298098074,11.182184052290552,6.625631933094895
72,67.19534543950147,17.187614370301716,0.0,6.505744880774874
73,63.751422093200205,19.70590790908082,0.0,6.53081099950146
74,63.4168897878112,18.18769901982335,10.386930284823446,6.715287208540605
75,60.516202527217615,18.809848734242575,0.0,6.586279713511757
76,59.61821321989356,20.323659310428397,1.9535219709766345,6.43859736491764
77,61.17675449491702,21.603290557432818,0.0,6.754554579758728
78,61.35873698690618,22.46025899439364,43.796058664353446,6.434362744737678
79,60.61982517231824,22.264815205798698,36.732299807511666,6.314142779980774
80,60.65997116998234,25.81452206117567,185.7011929454754,6.462130100300808
81,60.63406873451921,26.323339414892853,315.649151811865,6.5154826057072
82,60.96993937883439,25.40234648325695,373.9935758066344,6.693823223880146
83,60.12777861026614,26.400267122935762,427.4671071797427,6.423203280740536
84,59.58800468519033,26.351169864814754,490.99869057041514,6.606100530861996
85,57.24020682476102,26.605682142939397,497.7213354882668,6.716323058610477
86,57.01663719290697,25.17889777569547,439.2793058989024,6.545239495095439
87,56.45245752539494,26.064608663691917,322.17588967565825,6.551289114881274
88,56.56377408530596,25.408490635828837,147.3942469701525,6.613684714180109
89,54.06399203275919,24.504332603798492,33.801562932075214,6.514909200455274
90,55.25339057495346,22.37286121413878,32.57231091142584,6.365746363994509
91,54.15960132671946,21.91543355314994,0.0,6.331595355436895
92,50.49664148891468,20.24228935819273,0.0,6.6117192448399
93,48.80686220780035,19.875296884995407,14.94736063223603,6.496475462016571
94,46.897425475961114,19.25272098707948,0.0,6.436213799108815
95,44.71720939703302,18.29665582551605,1.1494800604859354,6.2574222401754005
96,42.956183441675485,18.588703231467576,0.0,6.515235578344033
97,41.046907683152554,19.017419518963806,0.0,6.3943854479931845
98,38.49260772184237,20.046917101698064,32.899354270025675,6.511867605541254
99,39.181275350095426,18.798743501496773,0.5724111913565235,6.65798670904455
100,38.24887210357972,19.653086950399857,0.0,6.566167566592086
101,37.48226704865279,21.344010420571284,0.0,6.463227128754458
102,38.912089393779745,23.122831108439758,0.0,6.719345226954823
103,41.38305641869193,24.26442163744012,12.4527332819289,6.731596512243673
104,39.917492242114214,23.31127951810873,189.12206399463048,6.770881927144435
105,39.33023430674561,25.347838810456114,296.8916339317524,6.513132726201933
106,38.11188999853351,25.491920611006194,397.6025193181792,6.438073037926442
107,34.65254233677357,26.82893636928061,484.63060942144244,6.53156287038852
108,32.88146032678699,27.021832283540803,510.0183437524876,6.424445300912193
109,34.19700652419093,27.57691233238632,495.4857868495467,6.450343740400681
110,32.81275616263814,24.437715237486337,376.89954904529344,6.5475221238873855
111,30.580254380568867,25.8841354792893,281.3372561484944,6.573881050172411
112,72.81057980226534,24.091551192771984,158.5591394660701,6.632982061644263
113,72.53299236576214,24.6060503798166,0.0,6.446124499631562
114,72.1226860671419,22.489034438196718,9.760881587574987,6.731368021697044
